flow-id,msg-id,snd-time,size(B),src-id,dst-id,rcv-time
-1,1,0,1000,13,0,0.0010265
-1,1,0,1000,15,0,0.0010345
-1,1,0,1000,14,0,0.0010425
-1,1,0,1000,16,0,0.0010505
-1,2,0.000186060711107,1000,13,0,0.0010585
-1,2,5.45713145542e-05,1000,15,0,0.0010665
-1,2,0.000141862915297,1000,14,0,0.0010745
-1,2,2.99642312214e-05,1000,16,0,0.0010825
-1,3,0.000286846478965,1000,13,0,0.0010905
-1,3,7.5240468673e-05,1000,15,0,0.0010985
-1,3,0.000273349337278,1000,14,0,0.0011065
-1,3,0.000118544521764,1000,16,0,0.0011145
-1,4,0.000315706373468,1000,13,0,0.0011225
-1,4,0.000153023851209,1000,15,0,0.0011305
-1,4,0.000404876393605,1000,14,0,0.0011385
-1,4,0.000127140949379,1000,16,0,0.0011465
-1,5,0.000344599013408,1000,13,0,0.0011545
-1,5,0.000311295159395,1000,15,0,0.0011625
-1,5,0.000409667315862,1000,14,0,0.0011705
-1,5,0.000226606006377,1000,16,0,0.0011785
-1,6,0.000441641198743,1000,13,0,0.0011865
-1,6,0.000493102120563,1000,15,0,0.0011945
-1,6,0.000439673409867,1000,14,0,0.0012025
-1,6,0.000503019119083,1000,16,0,0.0012105
-1,7,0.000570941404132,1000,13,0,0.0012185
-1,7,0.000525731911798,1000,15,0,0.0012265
-1,7,0.000448389135922,1000,14,0,0.0012345
-1,7,0.000617274524203,1000,16,0,0.0012425
-1,8,0.000571835093874,1000,13,0,0.0012505
-1,8,0.000664015874712,1000,15,0,0.0012585
-1,8,0.000561869576822,1000,14,0,0.0012665
-1,8,0.000637069246501,1000,16,0,0.0012745
-1,9,0.000588207432726,1000,13,0,0.0012825
-1,9,0.00088882535546,1000,15,0,0.0012905
-1,9,0.000608462652364,1000,14,0,0.0012985
-1,9,0.000690636012786,1000,16,0,0.0013065
-1,10,0.000989469532526,1000,13,0,0.0013145
-1,10,0.000954644596024,1000,15,0,0.0013225
-1,10,0.000673483810968,1000,14,0,0.0013305
-1,10,0.000735033799571,1000,16,0,0.0013385
-1,1,0,1000,3,0,0.0013465
-1,11,0.00098848437255,1000,15,0,0.0013545
-1,11,0.000682330826193,1000,14,0,0.0013625
-1,11,0.000751442800397,1000,16,0,0.0013705
-1,1,0,1000,6,0,0.0013785
-1,12,0.00099214390747,1000,15,0,0.0013865
-1,12,0.000749394824922,1000,14,0,0.0013945
-1,12,0.000774006379433,1000,16,0,0.0014025
-1,2,7.15954749767e-05,1000,3,0,0.0014105
-1,1,0,1000,19,0,0.0014185
-1,13,0.000818398206432,1000,14,0,0.0014265
-1,13,0.000790066325244,1000,16,0,0.0014345
-1,2,0.000153154484759,1000,6,0,0.0014425
-1,1,0,1000,22,0,0.0014505
-1,14,0.000888199827731,1000,14,0,0.0014585
-1,14,0.000877520804935,1000,16,0,0.0014665
-1,3,0.000328486514911,1000,3,0,0.0014745
-1,2,8.75585638879e-05,1000,19,0,0.0014825
-1,1,0,1000,9,0,0.0014905
